timestamp,	input,	theta,	theta_dot,	pos,	vel
7856,	76.62,	-0.00,	0.06,	3.02,	-0.65
7866,	-8.32,	-0.00,	0.02,	3.01,	-0.73
7876,	-3.09,	-0.00,	0.07,	3.00,	-0.76
7886,	-3.95,	0.00,	0.16,	2.99,	-0.80
7896,	93.96,	-0.00,	-0.01,	2.99,	0.14
7907,	-81.81,	-0.00,	-0.08,	2.99,	-0.69
7917,	-95.83,	-0.00,	0.03,	2.98,	-1.66
7927,	72.76,	-0.00,	0.03,	2.96,	-0.92
7937,	-12.03,	0.00,	0.10,	2.95,	-1.04
7947,	91.64,	0.00,	0.11,	2.95,	-0.12
7957,	14.10,	0.00,	0.07,	2.95,	0.02
7967,	21.87,	0.00,	0.03,	2.95,	0.25
7977,	24.64,	-0.00,	-0.04,	2.95,	0.49
7988,	-71.17,	-0.00,	-0.02,	2.95,	-0.23
7998,	9.15,	-0.00,	-0.09,	2.95,	-0.14
8008,	-93.97,	-0.00,	-0.04,	2.94,	-1.08
8018,	-17.32,	-0.00,	0.09,	2.93,	-1.25
8028,	73.43,	-0.00,	0.04,	2.92,	-0.51
8038,	-5.91,	-0.00,	-0.03,	2.92,	-0.57
8048,	-99.39,	-0.00,	0.10,	2.91,	-1.58
8058,	73.72,	-0.00,	0.06,	2.90,	-0.82
8068,	-10.90,	-0.00,	-0.04,	2.89,	-0.93
8078,	-6.04,	-0.00,	-0.02,	2.88,	-0.99
8089,	-7.32,	-0.00,	-0.01,	2.87,	-1.07
8099,	-8.35,	0.00,	0.07,	2.86,	-1.15
8109,	90.07,	0.00,	0.03,	2.85,	-0.25
8119,	12.04,	0.00,	0.02,	2.85,	-0.13
8129,	19.59,	0.00,	0.02,	2.85,	0.07
8139,	22.01,	-0.00,	-0.05,	2.85,	0.29
8149,	-73.52,	-0.00,	-0.13,	2.85,	-0.44
8159,	-92.75,	-0.00,	-0.09,	2.84,	-1.39
8169,	-22.30,	0.00,	0.15,	2.82,	-1.61
8179,	168.14,	0.00,	0.06,	2.82,	0.08
8189,	11.16,	-0.00,	-0.07,	2.82,	0.19
8199,	-74.58,	-0.00,	-0.10,	2.81,	-0.56
8209,	-94.92,	0.00,	0.12,	2.80,	-1.51
8220,	175.42,	0.00,	0.08,	2.80,	0.26
8230,	13.28,	-0.00,	-0.15,	2.80,	0.40
8240,	-171.45,	-0.00,	-0.06,	2.80,	-1.32
8250,	-15.52,	-0.00,	0.04,	2.78,	-1.48
8260,	70.05,	0.00,	0.09,	2.77,	-0.78
8270,	89.66,	-0.00,	-0.06,	2.77,	0.13
8280,	-81.24,	-0.00,	-0.09,	2.77,	-0.68
8290,	-96.59,	-0.00,	0.02,	2.75,	-1.66
8300,	72.45,	0.00,	0.08,	2.74,	-0.94
8310,	87.18,	-0.00,	-0.08,	2.74,	-0.07
8320,	-84.76,	-0.00,	-0.05,	2.73,	-0.94
8330,	-0.85,	-0.00,	-0.05,	2.72,	-0.95
8340,	-7.24,	0.00,	-0.01,	2.71,	-1.02
8350,	90.52,	-0.00,	-0.08,	2.71,	-0.11
8360,	-85.83,	-0.00,	-0.03,	2.70,	-0.97
8371,	-1.49,	-0.00,	-0.01,	2.69,	-0.99
8381,	-7.91,	-0.00,	-0.01,	2.68,	-1.07
8391,	-8.77,	-0.00,	-0.00,	2.67,	-1.16
8401,	-10.01,	-0.00,	-0.00,	2.66,	-1.26
8411,	-11.47,	0.00,	0.07,	2.64,	-1.37
8421,	86.66,	0.00,	0.05,	2.63,	-0.49
8431,	8.06,	-0.00,	-0.09,	2.63,	-0.41
8441,	-84.33,	-0.00,	-0.04,	2.62,	-1.25
8451,	-5.91,	-0.00,	-0.02,	2.61,	-1.31
8461,	-12.65,	0.00,	0.04,	2.59,	-1.44
8471,	84.29,	-0.00,	-0.06,	2.58,	-0.59
8481,	-92.57,	-0.00,	-0.04,	2.57,	-1.52
8491,	-9.46,	0.00,	0.10,	2.56,	-1.61
8502,	82.39,	0.00,	0.04,	2.55,	-0.78
8512,	3.93,	0.00,	0.03,	2.54,	-0.74
8522,	10.30,	-0.00,	-0.04,	2.53,	-0.64
8532,	-87.98,	-0.00,	-0.04,	2.52,	-1.53
8542,	-10.05,	0.00,	-0.00,	2.50,	-1.63
8552,	81.46,	0.00,	-0.00,	2.49,	-0.81
8562,	3.47,	0.00,	-0.00,	2.48,	-0.78
8572,	9.78,	-0.00,	-0.07,	2.48,	-0.68
8582,	-88.24,	0.00,	0.07,	2.46,	-1.56
8592,	89.10,	0.00,	0.03,	2.45,	-0.67
8602,	5.06,	-0.00,	-0.10,	2.45,	-0.62
8612,	-87.22,	-0.00,	-0.06,	2.44,	-1.50
8623,	-9.74,	0.00,	0.09,	2.42,	-1.60
8633,	82.12,	0.00,	0.04,	2.41,	-0.78
8643,	3.87,	-0.00,	-0.06,	2.40,	-0.74
8653,	-89.39,	-0.00,	-0.12,	2.39,	-1.64
8663,	-111.34,	0.00,	0.08,	2.37,	-2.76
8673,	156.41,	0.00,	0.03,	2.35,	-1.18
8683,	-7.91,	0.00,	0.02,	2.33,	-1.26
8693,	3.03,	0.00,	0.01,	2.32,	-1.23
8703,	2.65,	0.00,	0.00,	2.31,	-1.20
8713,	3.05,	0.00,	0.08,	2.30,	-1.17
8723,	102.13,	0.00,	-0.02,	2.29,	-0.15
8733,	-72.60,	0.00,	-0.02,	2.29,	-0.89
8743,	13.39,	0.00,	-0.01,	2.28,	-0.75
8753,	8.99,	0.00,	-0.01,	2.27,	-0.66
8764,	10.96,	-0.00,	-0.11,	2.26,	-0.55
8774,	-86.13,	-0.00,	-0.01,	2.25,	-1.42
8784,	-8.98,	0.00,	0.10,	2.24,	-1.51
8794,	83.55,	0.00,	0.04,	2.23,	-0.67
8804,	4.96,	-0.00,	-0.06,	2.22,	-0.62
8814,	-87.90,	-0.00,	-0.12,	2.21,	-1.51
8824,	-109.17,	0.00,	0.14,	2.19,	-2.61
8834,	157.31,	0.00,	0.13,	2.17,	-1.03
8844,	93.44,	0.00,	0.01,	2.17,	-0.09
8854,	-70.84,	-0.00,	-0.07,	2.16,	-0.81
8864,	-84.42,	0.00,	0.08,	2.15,	-1.66
8874,	85.75,	0.00,	0.03,	2.14,	-0.80
8884,	2.63,	0.00,	0.02,	2.13,	-0.77
8894,	9.17,	-0.00,	-0.04,	2.12,	-0.68
8905,	-89.48,	0.00,	0.10,	2.11,	-1.58
8915,	87.59,	0.00,	0.06,	2.10,	-0.70
8925,	3.92,	-0.00,	-0.09,	2.09,	-0.66
8935,	-87.90,	-0.00,	-0.09,	2.08,	-1.55
8945,	-11.18,	-0.00,	-0.06,	2.07,	-1.66
8955,	-18.63,	0.00,	-0.02,	2.05,	-1.85
8965,	78.05,	0.00,	-0.01,	2.03,	-1.07
8975,	-0.96,	0.00,	0.06,	2.02,	-1.08
8985,	4.82,	0.00,	0.04,	2.01,	-1.03
8995,	4.83,	0.00,	0.02,	2.00,	-0.98
9005,	5.67,	0.00,	0.05,	1.99,	-0.92
9015,	6.44,	-0.00,	-0.05,	1.98,	-0.86
9026,	-91.81,	0.00,	0.05,	1.97,	-1.78
9036,	84.35,	0.00,	0.02,	1.96,	-0.94
9046,	0.32,	-0.00,	-0.10,	1.95,	-0.94
9056,	-92.44,	-0.00,	-0.04,	1.93,	-1.88
9066,	-16.39,	0.00,	0.03,	1.91,	-2.05
9076,	75.36,	0.00,	0.13,	1.90,	-1.28
9086,	94.11,	0.00,	-0.02,	1.89,	-0.33
9096,	-75.20,	-0.00,	-0.08,	1.88,	-1.09
9106,	-89.55,	0.00,	0.01,	1.87,	-1.98
9116,	81.48,	0.00,	0.12,	1.85,	-1.15
9126,	95.41,	0.00,	-0.03,	1.84,	-0.19
9136,	-73.46,	0.00,	-0.03,	1.84,	-0.94
9146,	11.75,	-0.00,	-0.13,	1.83,	-0.82
9156,	-92.42,	0.00,	-0.06,	1.81,	-1.75
9167,	84.99,	0.00,	-0.04,	1.80,	-0.89
9177,	0.61,	0.00,	-0.04,	1.79,	-0.88
9187,	6.94,	0.00,	-0.01,	1.78,	-0.81
9197,	7.51,	0.00,	-0.00,	1.78,	-0.74
9207,	8.58,	-0.00,	-0.11,	1.77,	-0.65
9217,	-89.23,	0.00,	0.03,	1.76,	-1.54
9227,	87.77,	0.00,	0.01,	1.75,	-0.66
9237,	3.72,	0.00,	0.01,	1.74,	-0.62
9247,	10.48,	-0.00,	-0.11,	1.74,	-0.52
9257,	-86.87,	-0.00,	-0.04,	1.73,	-1.39
9267,	-9.70,	0.00,	0.03,	1.71,	-1.49
9277,	82.49,	0.00,	0.02,	1.70,	-0.65
9288,	4.10,	-0.00,	-0.10,	1.69,	-0.61
9298,	-88.56,	-0.00,	-0.04,	1.68,	-1.50
9308,	-11.35,	0.00,	0.03,	1.67,	-1.61
9318,	81.04,	0.00,	0.13,	1.66,	-0.79
9328,	100.65,	0.00,	0.01,	1.65,	0.22
9338,	-68.03,	0.00,	0.01,	1.65,	-0.47
9348,	17.97,	-0.00,	-0.11,	1.65,	-0.28
9358,	-84.00,	-0.00,	-0.16,	1.64,	-1.12
9368,	-6.17,	0.00,	0.01,	1.63,	-1.19
9378,	86.58,	0.00,	0.01,	1.62,	-0.31
9388,	8.71,	0.00,	0.00,	1.62,	-0.22
9398,	15.83,	-0.00,	-0.11,	1.62,	-0.06
9409,	-81.60,	-0.00,	-0.05,	1.61,	-0.88
9419,	-2.71,	0.00,	0.05,	1.60,	-0.91
9429,	90.08,	0.00,	0.02,	1.60,	-0.00
9439,	13.06,	-0.00,	-0.07,	1.60,	0.13
9449,	-77.81,	-0.00,	-0.04,	1.60,	-0.65
9459,	0.39,	0.00,	0.06,	1.59,	-0.65
9469,	94.17,	0.00,	0.02,	1.59,	0.31
9479,	17.36,	-0.00,	-0.10,	1.59,	0.48
9489,	-73.02,	-0.00,	-0.04,	1.59,	-0.25
9499,	6.08,	0.00,	0.10,	1.59,	-0.19
9510,	98.99,	-0.00,	-0.01,	1.60,	0.82
9520,	-73.63,	-0.00,	-0.08,	1.60,	0.07
9530,	-87.78,	-0.00,	-0.08,	1.60,	-0.81
9540,	-115.73,	-0.00,	-0.08,	1.58,	-1.99
9550,	-47.45,	-0.00,	0.02,	1.56,	-2.47
9560,	39.72,	0.00,	0.13,	1.54,	-2.07
9570,	153.92,	0.00,	0.06,	1.52,	-0.50
9580,	0.60,	0.00,	0.04,	1.52,	-0.50
9590,	12.14,	0.00,	0.01,	1.51,	-0.37
9600,	13.11,	0.00,	0.03,	1.51,	-0.24
9610,	15.01,	0.00,	0.01,	1.51,	-0.09
9621,	17.14,	-0.00,	-0.11,	1.51,	0.08
9631,	-79.29,	-0.00,	-0.04,	1.51,	-0.71
9641,	-0.62,	0.00,	0.05,	1.50,	-0.72
9651,	92.46,	0.00,	0.05,	1.50,	0.21
9661,	15.85,	-0.00,	-0.10,	1.50,	0.37
9671,	-74.99,	0.00,	0.07,	1.50,	-0.39
9681,	103.07,	0.00,	0.04,	1.50,	0.65
9691,	21.71,	0.00,	0.03,	1.51,	0.87
9701,	31.16,	0.00,	0.03,	1.52,	1.19
9711,	35.18,	0.00,	0.03,	1.53,	1.54
9721,	40.26,	-0.00,	-0.03,	1.55,	1.95
9731,	-152.68,	-0.01,	-0.17,	1.56,	0.42
9742,	-192.62,	-0.01,	-0.17,	1.56,	-1.54
9752,	-50.22,	-0.01,	-0.11,	1.54,	-2.04
9762,	-68.53,	-0.00,	-0.03,	1.51,	-2.73
9772,	122.03,	-0.00,	0.04,	1.49,	-1.49
9782,	55.90,	-0.00,	0.03,	1.48,	-0.92
9792,	-13.63,	-0.00,	0.01,	1.47,	-1.06
9802,	-10.52,	0.00,	0.08,	1.46,	-1.16
9812,	86.87,	0.00,	0.03,	1.45,	-0.29
9822,	8.85,	0.00,	0.02,	1.45,	-0.20
9832,	15.89,	0.00,	0.01,	1.45,	-0.04
9842,	17.78,	0.00,	0.00,	1.45,	0.14
9852,	20.34,	0.00,	0.00,	1.45,	0.34
9863,	23.23,	0.00,	0.00,	1.46,	0.58
9873,	26.55,	-0.00,	-0.05,	1.46,	0.84
9883,	-68.82,	-0.00,	-0.03,	1.47,	0.15
9893,	11.66,	0.00,	0.06,	1.47,	0.26
9903,	105.76,	-0.00,	-0.02,	1.48,	1.33
9913,	-67.30,	-0.00,	-0.06,	1.49,	0.64
9923,	-79.12,	-0.00,	-0.04,	1.49,	-0.16
9933,	-7.37,	-0.00,	0.06,	1.49,	-0.23
9943,	85.82,	-0.00,	0.06,	1.49,	0.64
9954,	7.64,	-0.00,	-0.04,	1.50,	0.72
9964,	-83.80,	-0.00,	-0.03,	1.50,	-0.13
9974,	-105.38,	-0.00,	0.04,	1.49,	-1.20
9984,	62.60,	-0.00,	0.02,	1.49,	-0.56
9994,	-24.03,	-0.00,	-0.01,	1.48,	-0.80
10004,	-21.21,	-0.00,	-0.01,	1.47,	-1.01
10014,	-24.64,	-0.00,	0.07,	1.46,	-1.26
10024,	70.64,	0.00,	0.11,	1.45,	-0.55
10034,	90.00,	-0.00,	-0.03,	1.45,	0.36
10045,	-79.93,	-0.00,	-0.01,	1.45,	-0.45
10055,	3.53,	-0.00,	-0.01,	1.44,	-0.41
10065,	-2.17,	0.00,	0.07,	1.44,	-0.43
10075,	97.52,	0.00,	0.03,	1.44,	0.54
10085,	20.59,	0.00,	0.02,	1.45,	0.75
10095,	29.41,	-0.00,	-0.07,	1.46,	1.05
10105,	-65.08,	-0.00,	-0.03,	1.46,	0.40
10115,	15.14,	0.00,	0.04,	1.47,	0.55
10125,	110.13,	-0.00,	-0.09,	1.48,	1.66
10135,	-62.74,	-0.00,	-0.11,	1.49,	1.03
10145,	-74.83,	-0.00,	-0.11,	1.50,	0.28
10155,	-1.15,	-0.00,	-0.07,	1.50,	0.26
10166,	-6.81,	-0.00,	-0.04,	1.50,	0.19
10176,	-7.19,	-0.00,	-0.02,	1.51,	0.12
10186,	-8.43,	-0.00,	-0.01,	1.51,	0.04
10196,	-9.60,	-0.00,	-0.00,	1.51,	-0.06
10206,	-10.98,	-0.00,	-0.00,	1.50,	-0.17
10216,	-12.54,	-0.00,	-0.00,	1.50,	-0.30
10226,	-14.29,	-0.00,	0.08,	1.50,	-0.44
10236,	81.92,	-0.00,	0.05,	1.50,	0.38
10246,	4.22,	-0.00,	0.01,	1.50,	0.42
10257,	10.63,	-0.00,	0.01,	1.51,	0.53
10267,	11.78,	-0.00,	0.00,	1.51,	0.65
10277,	13.50,	-0.00,	-0.05,	1.52,	0.79
10287,	-83.81,	-0.00,	0.08,	1.52,	-0.06
10297,	93.14,	-0.00,	-0.04,	1.53,	0.87
10307,	-88.28,	-0.00,	-0.02,	1.53,	-0.01
10317,	-4.33,	-0.00,	-0.01,	1.53,	-0.06
10327,	-11.17,	-0.00,	-0.00,	1.53,	-0.17
10337,	-12.35,	-0.00,	-0.00,	1.53,	-0.29
10347,	-14.14,	-0.00,	-0.00,	1.52,	-0.44
10357,	-16.16,	-0.00,	-0.00,	1.52,	-0.60
10368,	-18.46,	0.00,	0.12,	1.51,	-0.79
10378,	175.17,	-0.00,	-0.02,	1.51,	0.99
10388,	-76.79,	-0.00,	-0.01,	1.52,	0.21
10398,	13.51,	-0.00,	0.06,	1.52,	0.34
10408,	8.83,	-0.00,	0.02,	1.53,	0.43
10418,	10.52,	-0.00,	0.02,	1.53,	0.54
10428,	12.00,	-0.00,	-0.11,	1.54,	0.66
10438,	-85.69,	-0.00,	-0.04,	1.54,	-0.20
10448,	-7.29,	-0.00,	0.03,	1.54,	-0.27
10458,	84.63,	-0.00,	0.02,	1.54,	0.59
10468,	7.22,	-0.00,	-0.10,	1.55,	0.66
10478,	-84.26,	-0.00,	-0.04,	1.55,	-0.19
10489,	-7.15,	-0.00,	0.09,	1.55,	-0.26
10499,	84.47,	-0.00,	0.03,	1.55,	0.59
10509,	7.40,	-0.00,	-0.06,	1.55,	0.67
10519,	-84.09,	-0.00,	-0.04,	1.56,	-0.18
10529,	-7.01,	-0.00,	0.10,	1.55,	-0.25
10539,	85.43,	-0.00,	0.04,	1.56,	0.60
10549,	7.60,	-0.00,	0.04,	1.56,	0.68
10559,	14.49,	-0.00,	0.03,	1.57,	0.83
10569,	16.18,	-0.00,	0.11,	1.58,	0.99
10579,	18.81,	-0.00,	-0.03,	1.59,	1.18
10589,	-78.40,	-0.00,	-0.09,	1.60,	0.39
10599,	-98.35,	-0.00,	-0.04,	1.60,	-0.60
10609,	-27.45,	-0.00,	0.06,	1.59,	-0.88
10619,	62.41,	-0.00,	0.11,	1.58,	-0.25
10629,	80.01,	-0.00,	0.05,	1.58,	0.56
10639,	7.43,	-0.00,	0.04,	1.59,	0.63
10650,	13.94,	-0.00,	0.03,	1.60,	0.77
10660,	15.61,	-0.00,	0.01,	1.61,	0.93
10670,	17.88,	-0.00,	-0.11,	1.62,	1.11
10680,	-78.97,	-0.00,	-0.04,	1.62,	0.32
10690,	0.35,	-0.00,	0.08,	1.63,	0.33
10700,	93.11,	-0.00,	0.03,	1.63,	1.26
10710,	17.25,	-0.00,	-0.15,	1.65,	1.44
10720,	-173.77,	-0.00,	-0.09,	1.65,	-0.32
10730,	-17.31,	-0.00,	0.04,	1.65,	-0.49
10740,	67.69,	-0.00,	0.01,	1.65,	0.18
10750,	-12.31,	-0.00,	0.01,	1.65,	0.06
10760,	-8.27,	-0.00,	0.01,	1.65,	-0.02
10770,	-9.81,	-0.00,	0.01,	1.65,	-0.12
10780,	87.41,	-0.00,	0.01,	1.65,	0.77
10791,	10.25,	-0.00,	-0.07,	1.66,	0.87
10801,	-81.18,	-0.00,	-0.03,	1.67,	0.05
10811,	-3.22,	-0.00,	0.04,	1.67,	0.02
10821,	88.84,	-0.00,	0.02,	1.67,	0.92
10831,	12.58,	-0.00,	-0.07,	1.68,	1.05
10841,	-78.36,	-0.00,	0.08,	1.69,	0.25
10851,	98.09,	-0.00,	0.05,	1.69,	1.24
10861,	16.80,	-0.00,	-0.09,	1.71,	1.41
10871,	-74.18,	-0.00,	-0.11,	1.72,	0.66
10881,	-93.80,	-0.00,	-0.07,	1.72,	-0.28
10892,	-22.44,	-0.00,	0.10,	1.72,	-0.51
10902,	167.14,	-0.00,	-0.03,	1.72,	1.17
10912,	-88.25,	-0.00,	-0.02,	1.73,	0.28
10922,	1.05,	-0.00,	0.03,	1.73,	0.29
10932,	-5.40,	-0.00,	0.09,	1.73,	0.24
10942,	92.92,	-0.00,	-0.04,	1.74,	1.18
10952,	-81.86,	-0.00,	-0.04,	1.75,	0.36
10962,	1.80,	-0.00,	-0.04,	1.75,	0.38
10972,	-4.08,	-0.00,	-0.08,	1.75,	0.34
10982,	93.76,	-0.00,	-0.14,	1.76,	1.28
10992,	-81.72,	-0.00,	-0.17,	1.77,	0.45
11002,	-95.89,	-0.00,	0.11,	1.77,	-0.51
11012,	173.19,	-0.00,	0.07,	1.78,	1.24
11023,	11.49,	-0.00,	-0.05,	1.79,	1.36
11033,	-73.85,	-0.00,	-0.07,	1.80,	0.62
11043,	-94.47,	-0.00,	-0.04,	1.80,	-0.33
11053,	-22.86,	-0.00,	0.03,	1.79,	-0.56
11063,	67.80,	-0.00,	0.01,	1.79,	0.12
11073,	-12.77,	-0.00,	0.01,	1.79,	-0.01
11083,	-8.77,	-0.00,	0.08,	1.79,	-0.10
11093,	87.44,	-0.00,	0.03,	1.80,	0.78
11103,	11.08,	-0.00,	-0.06,	1.80,	0.89
11113,	-80.63,	-0.00,	-0.04,	1.81,	0.08
11123,	-2.31,	-0.00,	0.06,	1.81,	0.05
11133,	91.21,	-0.00,	0.03,	1.82,	0.97
11143,	13.72,	-0.00,	-0.06,	1.83,	1.11
11153,	-77.85,	-0.00,	-0.04,	1.83,	0.33
11163,	1.26,	-0.00,	-0.04,	1.84,	0.34
11173,	-4.35,	-0.00,	-0.00,	1.84,	0.30
11183,	95.25,	-0.00,	-0.00,	1.85,	1.26
11193,	17.84,	-0.00,	-0.05,	1.86,	1.43
11204,	-73.24,	-0.00,	-0.02,	1.87,	0.71
11214,	6.63,	-0.00,	-0.01,	1.88,	0.77
11224,	2.00,	-0.00,	-0.04,	1.89,	0.79
11234,	2.60,	-0.00,	-0.02,	1.89,	0.82
11244,	2.98,	-0.00,	-0.01,	1.90,	0.85
11254,	3.43,	-0.00,	-0.00,	1.91,	0.88
11264,	3.95,	-0.00,	0.03,	1.92,	0.92
11274,	4.54,	-0.00,	-0.09,	1.93,	0.97
11284,	-93.68,	-0.00,	0.02,	1.94,	0.03
11294,	82.34,	-0.00,	0.01,	1.94,	0.86
11304,	-2.17,	-0.00,	-0.11,	1.95,	0.84
11314,	-94.93,	-0.00,	-0.07,	1.95,	-0.13
11325,	-19.05,	-0.00,	0.04,	1.95,	-0.32
11335,	71.65,	-0.00,	-0.05,	1.95,	0.41
11345,	-8.12,	-0.00,	-0.03,	1.95,	0.33
11355,	-3.37,	-0.00,	-0.02,	1.96,	0.29
11365,	-4.22,	-0.00,	-0.02,	1.96,	0.25
11375,	-4.78,	-0.00,	0.06,	1.96,	0.20
11385,	-5.79,	-0.00,	0.14,	1.96,	0.14
11395,	92.95,	-0.00,	0.06,	1.97,	1.07
11405,	15.76,	-0.00,	-0.05,	1.98,	1.23
11415,	-74.26,	-0.00,	-0.03,	1.99,	0.48
11425,	4.02,	-0.00,	-0.01,	2.00,	0.52
11436,	-1.29,	-0.00,	-0.01,	2.00,	0.50
11446,	-1.07,	-0.00,	0.07,	2.01,	0.49
11456,	97.13,	-0.00,	-0.02,	2.02,	1.47
11466,	-78.02,	-0.00,	-0.08,	2.03,	0.69
11476,	-92.27,	-0.00,	-0.05,	2.03,	-0.25
11486,	-20.80,	-0.00,	0.05,	2.02,	-0.46
11496,	69.92,	-0.00,	0.02,	2.02,	0.25
11506,	-10.09,	-0.00,	0.01,	2.03,	0.15
11516,	-5.70,	-0.00,	0.08,	2.03,	0.09
11526,	92.17,	-0.00,	0.03,	2.03,	1.02
